['2009.07.1503:00', 1.39813, 1.39826, 1.39717, 1.39774, 255.0, 1],
['2009.07.1502:45', 1.39776, 1.39844, 1.39761, 1.39809, 213.0, 1],
['2009.07.1502:30', 1.39741, 1.39777, 1.39681, 1.39769, 234.0, 1],
['2009.07.1502:15', 1.39803, 1.39853, 1.39716, 1.39722, 291.0, 1],
['2009.07.1502:00', 1.39791, 1.39836, 1.39747, 1.39791, 304.0, 1],
['2009.07.1501:45', 1.39701, 1.39796, 1.39691, 1.39792, 159.0, 1],
['2009.07.1501:30', 1.39646, 1.39726, 1.39626, 1.39698, 173.0, 1],
['2009.07.1501:15', 1.39641, 1.39701, 1.39631, 1.39641, 69.0, 1],
['2009.07.1501:00', 1.39697, 1.39731, 1.39641, 1.39659, 114.0, 1],
['2009.07.1500:45', 1.39672, 1.39707, 1.39627, 1.39699, 180.0, 1],
['2009.07.1500:30', 1.39669, 1.39701, 1.39641, 1.39674, 181.0, 1],
['2009.07.1500:15', 1.39686, 1.39696, 1.39641, 1.39671, 161.0, 1],
['2009.07.1500:00', 1.39725, 1.39726, 1.39674, 1.39691, 124.0, 1],
['2009.07.1423:45', 1.39696, 1.39726, 1.39681, 1.39716, 117.0, 1],
['2009.07.1423:30', 1.39653, 1.39716, 1.39651, 1.39688, 161.0, 1],
['2009.07.1423:15', 1.3966, 1.39726, 1.39651, 1.39658, 206.0, 1],
['2009.07.1423:00', 1.39671, 1.39716, 1.39646, 1.39666, 143.0, 1],
['2009.07.1422:45', 1.39641, 1.39699, 1.39591, 1.39659, 292.0, 1],
['2009.07.1422:30', 1.39487, 1.3969, 1.39479, 1.39654, 412.0, 0.2],
['2009.07.1422:15', 1.39446, 1.39511, 1.39401, 1.39476, 224.0, 0.2],
['2009.07.1422:00', 1.39371, 1.39451, 1.39361, 1.39444, 191.0, 0.2],
['2009.07.1421:45', 1.39357, 1.39396, 1.39319, 1.39379, 271.0, 0.2],
['2009.07.1421:30', 1.39358, 1.39381, 1.39286, 1.39352, 317.0, 0.2],
['2009.07.1421:15', 1.39347, 1.39384, 1.39276, 1.39361, 297.0, 0.2],
['2009.07.1421:00', 1.39361, 1.39385, 1.39281, 1.39341, 331.0, 0.2],
['2009.07.1420:45', 1.39266, 1.39356, 1.39221, 1.39356, 388.0, 0.2],
['2009.07.1420:30', 1.3915, 1.39271, 1.39133, 1.39261, 349.0, 0.2],
['2009.07.1420:15', 1.39161, 1.39261, 1.39146, 1.39151, 357.0, 0.2],
['2009.07.1420:00', 1.39187, 1.39196, 1.39109, 1.39174, 393.0, 0.2],
['2009.07.1419:45', 1.39361, 1.39411, 1.39172, 1.39181, 615.0, 0.2],
['2009.07.1419:30', 1.39261, 1.39381, 1.39251, 1.39356, 528.0, 0.2],
['2009.07.1419:15', 1.39578, 1.39583, 1.39251, 1.39271, 621.0, 0.2],
['2009.07.1419:00', 1.39549, 1.39631, 1.39531, 1.39571, 445.0, 0.2],
['2009.07.1418:45', 1.39482, 1.39567, 1.39481, 1.39554, 470.0, 0.2],
['2009.07.1418:30', 1.39611, 1.39651, 1.39461, 1.39471, 493.0, 0.2],
['2009.07.1418:15', 1.39771, 1.39781, 1.39588, 1.39614, 590.0, 0.2],
['2009.07.1418:00', 1.39702, 1.39848, 1.39697, 1.39766, 687.0, 0.2],
